"city","state","zip","lat","long","id_geolocation","population"
Waterville,ME,4901,44.5543,-69.6178,4960,26248
Minneapolis,MN,55434,45.1681,-93.2504,4961,1022298
Los Angeles,CA,90002,33.9497,-118.2462,4962,2383912
Portland,OR,97209,45.527,-122.6854,4963,841711
Norfolk,VA,23505,36.9168,-76.2875,4964,242803
Cincinnati,OH,45220,39.1432,-84.5217,4965,795220
Pryor,OK,74361,36.2921,-95.3129,4966,16293
Cleveland,OH,44118,41.5008,-81.5516,4967,769341
Long Beach,CA,90807,33.8315,-118.1811,4968,471952
Laurinburg,NC,28352,34.7599,-79.4673,4969,25641
Woodland Hills,CA,91364,34.1557,-118.6,4970,65351
Longview,TX,75602,32.4724,-94.7101,4971,102348
La Porte City,IA,50651,42.3416,-92.1862,4972,3578
Pineville,LA,71360,31.2232,-92.3203,4973,35361
Meridian,MS,39305,32.4401,-88.6783,4974,67084
Schenectady,NY,12304,42.7841,-73.9094,4975,162643
Medford,MA,2155,42.4173,-71.1087,4976,57964
San Antonio,TX,78249,29.5612,-98.6117,4977,1595797
Winnebago,IL,61088,42.2727,-89.2373,4978,6020
Baxley,GA,31513,31.7837,-82.3486,4979,16084
Sacramento,CA,95834,38.6383,-121.5072,4980,757530
Brooklyn,NY,11235,40.5839,-73.9536,4981,2504700
Butner,NC,27509,36.1359,-78.7636,4982,10167
San Diego,CA,92101,32.7185,-117.1593,4983,1241364
Bridgeport,CT,6604,41.1796,-73.2019,4984,144195
Broken Arrow,OK,74011,35.9908,-95.8143,4985,117553
Olmito,TX,78575,26.0353,-97.5496,4986,8056
Braithwaite,LA,70040,29.7361,-89.9197,4987,1604
Parker,CO,80138,39.5102,-104.7216,4988,84861
Pontiac,IL,61764,40.8764,-88.6328,4989,14460
Lilburn,GA,30047,33.8656,-84.0725,4990,59660
Pipe Creek,TX,78063,29.6796,-98.9484,4991,9227
Corona,CA,92879,33.8797,-117.5354,4992,233717
Ovid,MI,48866,42.9969,-84.3649,4993,4851
Longview,WA,98632,46.1514,-122.9634,4994,49205
Elkins,WV,26241,38.9253,-79.8471,4995,14591
Saint Albans,WV,25177,38.3774,-81.8305,4996,24084
Warren,OH,44481,41.1724,-80.8718,4997,75903
Hayward,WI,54843,45.9552,-91.2783,4998,11487
Hudson,NC,28638,35.8403,-81.4897,4999,12302
Independence,MO,64050,39.0983,-94.4111,5000,123373
Charleston,SC,29403,32.7976,-79.9493,5001,195110
Louisville,KY,40213,38.1839,-85.7106,5002,736284
Zephyrhills,FL,33544,28.2637,-82.3493,5003,94033
Cypress,CA,90630,33.8181,-118.0357,5004,47993
Chicago,IL,60656,41.9735,-87.8658,5005,2680484
Pine Bush,NY,12566,41.6178,-74.3263,5006,10753
Ferrum,VA,24088,36.9168,-80.0349,5007,5408
Dedham,MA,2026,42.2437,-71.1637,5008,24711
Chula Vista,CA,91910,32.6371,-117.0676,5009,239879
Jupiter,FL,33477,26.9217,-80.077,5010,89623
Gaines,MI,48436,42.8813,-83.8855,5011,3764
Post Falls,ID,83854,47.7205,-116.9353,5012,37245
Houston,TX,77080,29.8159,-95.523,5013,2906700
Cliffwood,NJ,7721,40.4353,-74.2358,5014,2974
Kingsport,TN,37660,36.5144,-82.5476,5015,87124
Louisville,KY,40241,38.3045,-85.5815,5016,736284
Murrieta,CA,92563,33.569,-117.1783,5017,115971
Portola,CA,96122,39.8005,-120.5422,5018,3883
Virginia Beach,VA,23452,36.8348,-76.0961,5019,437994
Houston,TX,77054,29.6852,-95.4017,5020,2906700
Massillon,OH,44646,40.8116,-81.4973,5021,65540
Hendersonville,NC,28739,35.3192,-82.5,5022,66646
Alexandria,LA,71302,31.2683,-92.4242,5023,58923
Amelia,OH,45102,39.0211,-84.2112,5024,22680
Port Matilda,PA,16870,40.8018,-78.0788,5025,7046
Wagner,SD,57380,43.0819,-98.2819,5026,3470
Hayward,CA,94541,37.674,-122.0894,5027,177085
Minco,OK,73059,35.3067,-97.9664,5028,2924
Saint Paul,MN,55104,44.9532,-93.158,5029,753116
Anniston,AL,36201,33.6539,-85.8382,5030,52019
Luverne,AL,36049,31.7074,-86.2566,5031,5706
Kansas City,MO,64128,39.0659,-94.5386,5032,545147
Johnson City,TN,37601,36.3339,-82.3408,5033,92094
Needham,IN,46162,39.5605,-85.9656,5034,458
Tiffin,IA,52340,41.7018,-91.6773,5035,2180
Loudonville,OH,44842,40.6361,-82.2356,5036,5436
Lexington,KY,40509,38.0102,-84.4274,5037,296965
Peoria,AZ,85383,33.7169,-112.238,5038,158093
Monterey,CA,93940,36.5802,-121.8443,5039,31621
Los Angeles,CA,90065,34.1073,-118.2266,5040,2383912
East Hampton,NY,11937,40.993,-72.179,5041,15398
New Orleans,LA,70113,29.9405,-90.0848,5042,382333
Ballwin,MO,63011,38.6091,-90.5598,5043,92608
Keego Harbor,MI,48320,42.6114,-83.3356,5044,4589
Beverly,MA,1915,42.5608,-70.8759,5045,39502
Dalton,GA,30720,34.7635,-84.9875,5046,80496
Houston,TX,77084,29.844,-95.6623,5047,2906700
Krum,TX,76249,33.2734,-97.2675,5048,7194
Fort Wayne,IN,46815,41.1053,-85.0624,5049,305409
De Soto,MO,63020,38.1204,-90.5546,5050,20714
Richville,MN,56576,46.4434,-95.7924,5051,799
Lone Star,TX,75668,32.9252,-94.7049,5052,1993
Berthoud,CO,80513,40.2993,-105.1055,5053,10296
Eagle,CO,81631,39.6341,-106.7588,5054,8215
Davison,MI,48423,43.0348,-83.5268,5055,32708
King George,VA,22485,38.2811,-77.126,5056,23004
Oneida,NY,13421,43.0862,-75.6508,5057,14125
Dickinson,ND,58601,46.8057,-102.7565,5058,21078
Hollywood,FL,33026,26.0229,-80.2974,5059,420284
Silverwood,MI,48760,43.3141,-83.272,5060,1351
Tetonia,ID,83452,43.7814,-111.2118,5061,1484
Woodburn,OR,97071,45.1446,-122.8583,5062,28803
Fairview,WV,26570,39.6103,-80.2529,5063,3595
Las Vegas,NV,89156,36.2034,-115.0364,5064,1417793
Muncie,IN,47303,40.218,-85.379,5065,93768
Saint Cloud,FL,34769,28.248,-81.2876,5066,61432
Akron,OH,44301,41.0449,-81.52,5067,272134
Fall River,MA,2720,41.7182,-71.14,5068,88252
Washington,DC,20018,38.9277,-76.9762,5069,601723
York,PA,17407,39.8833,-76.712,5070,175624
Orlando,FL,32810,28.6214,-81.4294,5071,878243
North Ridgeville,OH,44039,41.3964,-82.0033,5072,29563
Tucson,AZ,85743,32.3366,-111.1771,5073,865276
Cheraw,SC,29520,34.6863,-79.9174,5074,14617
Palm Desert,CA,92260,33.6806,-116.4027,5075,56047
Fountain City,WI,54629,44.1364,-91.6779,5076,2576
San Antonio,TX,78207,29.4229,-98.526,5077,1595797
College Park,MD,20740,38.9963,-76.9299,5078,36588
Inola,OK,74036,36.1503,-95.5205,5079,6734
Ahoskie,NC,27910,36.2957,-76.9966,5080,12007
Hot Springs Village,AR,71909,34.6484,-92.983,5081,15508
Houston,TX,77012,29.7149,-95.2819,5082,2906700
Bellevue,WA,98007,47.6174,-122.1426,5083,131324
Akron,OH,44306,41.0479,-81.4916,5084,272134
East Moline,IL,61244,41.5118,-90.4321,5085,24053
Scandia,MN,55073,45.2697,-92.8292,5086,3237
Kenosha,WI,53140,42.6052,-87.8299,5087,112912
Clinton,MS,39056,32.3411,-90.3229,5088,25621
Barnwell,SC,29812,33.2335,-81.3523,5089,11864
West Palm Beach,FL,33405,26.67,-80.0582,5090,459921
Del Mar,CA,92014,32.9665,-117.249,5091,13154
Cleburne,TX,76031,32.3485,-97.3311,5092,42578
Humble,TX,77345,30.0566,-95.1707,5093,194500
Encino,CA,91436,34.151,-118.4882,5094,41270
Welsh,LA,70591,30.2363,-92.819,5095,5299
White River Junction,VT,5001,43.6722,-72.3813,5096,9123
Canton,NY,13617,44.5924,-75.1628,5097,11299
Lakeside,CA,92040,32.8562,-116.9201,5098,41281
Piqua,OH,45356,40.1486,-84.2531,5099,25172
New Albany,MS,38652,34.4851,-89.0031,5100,16600
High Falls,NY,12440,41.8167,-74.1311,5101,1980
Milton,MA,2186,42.2537,-71.0771,5102,27003
Oneonta,NY,13820,42.4625,-75.0491,5103,22455
Aubrey,TX,76227,33.292,-96.9879,5104,22141
Denville,NJ,7834,40.8897,-74.4844,5105,17722
San Marino,CA,91108,34.1207,-118.1117,5106,13361
Lincoln,NE,68528,40.8195,-96.7545,5107,266032
Lansing,MI,48911,42.6797,-84.5772,5108,162150
Hammond,LA,70401,30.5191,-90.4879,5109,47940
Wappapello,MO,63966,36.9766,-90.2848,5110,2601
Fort Wayne,IN,46808,41.0939,-85.1621,5111,305409
Eagle River,AK,99577,61.3114,-149.5085,5112,25771
Omaha,NE,68132,41.2657,-95.996,5113,518429
Tulsa,OK,74145,36.0934,-95.8856,5114,413574
Millville,MA,1529,42.0331,-71.5798,5115,3190
Saranac,MI,48881,42.9357,-85.203,5116,5501
Ranger,TX,76470,32.4681,-98.6747,5117,3238
Santa Barbara,CA,93111,34.4453,-119.8025,5118,132916
Savannah,GA,31410,32.0175,-80.997,5119,236823
Merrillville,IN,46410,41.4957,-87.3509,5120,38340
Hillside,NJ,7205,40.6968,-74.2281,5121,21398
Clinton,WI,53525,42.5535,-88.8705,5122,4052
Kenova,WV,25530,38.3569,-82.5255,5123,5877
Dakota,MN,55925,43.9148,-91.394,5124,1113
Nicktown,PA,15762,40.6016,-78.8114,5125,823
North Andover,MA,1845,42.6826,-71.109,5126,28352
Boise,ID,83703,43.6601,-116.2524,5127,255947
Cleveland,OH,44114,41.5064,-81.6742,5128,769341
Seattle,WA,98104,47.6036,-122.3256,5129,837792
Bronx,NY,10457,40.8486,-73.8999,5130,1382480
Lebanon Junction,KY,40150,37.8511,-85.7246,5131,4103
Walnut Creek,CA,94596,37.9053,-122.0549,5132,82557
Parksville,KY,40464,37.5778,-84.9281,5133,1114
Wilmington,NC,28411,34.3033,-77.8039,5134,186140
Santa Rosa,CA,95407,38.4089,-122.7339,5135,209844
Saint Petersburg,FL,33716,27.8738,-82.64,5136,341043
Bluffton,OH,45817,40.879,-83.8914,5137,6736
Cyclone,PA,16726,41.8186,-78.5957,5138,542
Salyersville,KY,41465,37.7325,-83.0298,5139,11979
Cookeville,TN,38501,36.2178,-85.5423,5140,65014
Garnerville,NY,10923,41.2021,-74.0005,5141,8732
Mandeville,LA,70471,30.4207,-90.0589,5142,46234
Verbena,AL,36091,32.7596,-86.5438,5143,3648
Florence,AZ,85132,32.9969,-111.3612,5144,33556
Hemet,CA,92544,33.739,-116.9243,5145,117746
Detroit,MI,48221,42.426,-83.15,5146,673342
Elk Grove,CA,95758,38.4243,-121.437,5147,162646
Kent,OH,44240,41.1449,-81.3498,5148,43585
Riverdale,MD,20737,38.9601,-76.9147,5149,20684
State College,PA,16801,40.7925,-77.8523,5150,66497
Philadelphia,PA,19154,40.0897,-74.9781,5151,1526206
Louisville,KY,40299,38.1768,-85.5218,5152,736284
Vienna,VA,22180,38.8935,-77.2532,5153,63233
Altamont,NY,12009,42.7063,-74.0193,5154,7164
Lebanon,MO,65536,37.685,-92.655,5155,28874
Beardstown,IL,62618,40.0044,-90.4229,5156,7955
Alma,AR,72921,35.5,-94.2073,5157,13787
El Paso,TX,79912,31.8383,-106.5364,5158,749635
Gilbert,SC,29054,33.958,-81.3914,5159,9612
Trenton,NJ,8640,40.0098,-74.6052,5160,270100
Woodland,CA,95776,38.6808,-121.7411,5161,59848
Locust Grove,AR,72550,35.7177,-91.7414,5162,985
Houston,TX,77007,29.7736,-95.4034,5163,2906700
Asbury,NJ,8802,40.695,-75.0281,5164,4067
Citrus Heights,CA,95621,38.6952,-121.3075,5165,83966
Stafford,VA,22554,38.4586,-77.4306,5166,77138
Houston,TX,77072,29.699,-95.5862,5167,2906700
Taberg,NY,13471,43.3366,-75.6027,5168,3540
Oak Grove,KY,42262,36.6652,-87.4255,5169,8396
San Diego,CA,92128,33.0067,-117.069,5170,1241364
Cairo,GA,39828,30.8768,-84.2091,5171,18992
San Luis Obispo,CA,93405,35.2901,-120.6817,5172,63473
Cheyenne,WY,82009,41.1836,-104.8023,5173,86283
Big Sandy,TN,38221,36.2285,-88.0627,5174,3308
Irving,TX,75038,32.8653,-96.9905,5175,217883
Windham,ME,4062,43.7958,-70.4143,5176,17020
North Berwick,ME,3906,43.3254,-70.7212,5177,4647
Oaklyn,NJ,8107,39.908,-75.0849,5178,13675
Albany,GA,31707,31.5789,-84.2118,5179,101511
Wichita,KS,67214,37.7051,-97.3133,5180,409656
Columbus,OH,43227,39.9444,-82.8903,5181,783285
Los Angeles,CA,90024,34.0637,-118.4408,5182,2383912
Saint Clair Shores,MI,48081,42.4941,-82.899,5183,59678
Louisville,KY,40210,38.2306,-85.7905,5184,736284
El Paso,TX,79936,31.7677,-106.3016,5185,749635
Philadelphia,PA,19136,40.0422,-75.0244,5186,1526206
Adrian,MI,49221,41.9005,-84.0446,5187,41310
Dallas,TX,75241,32.6722,-96.7774,5188,1263321
Ridgway,CO,81432,38.1381,-107.7533,5189,2682
Seminole,FL,33772,27.8466,-82.7954,5190,35383
Springboro,OH,45066,39.563,-84.2288,5191,23839
Saint Louis,MI,48880,43.4278,-84.5952,5192,10669
Spokane,WA,99203,47.6294,-117.4041,5193,342856
North Richland Hills,TX,76180,32.84,-97.225,5194,61653
Walnutport,PA,18088,40.7615,-75.5657,5195,8375
Everett,WA,98201,47.9884,-122.2006,5196,168159
Clifton,AZ,85533,33.1323,-109.2462,5197,2943
Swedesboro,NJ,8085,39.7529,-75.3362,5198,18737
Woodland Park,CO,80863,38.9969,-105.0623,5199,11754
Denver,CO,80206,39.7331,-104.9524,5200,990452
Manchester,PA,17345,40.0695,-76.7332,5201,7679
Assonet,MA,2702,41.7975,-71.0607,5202,4125
Buffalo,NY,14216,42.9499,-78.8599,5203,564824
Monroe,MI,48161,41.908,-83.4719,5204,55814
Boaz,AL,35957,34.1921,-86.1941,5205,24535
Purcellville,VA,20132,39.1436,-77.7342,5206,15900
San Antonio,TX,78260,29.7026,-98.4759,5207,1595797
Hempstead,NY,11550,40.7049,-73.6176,5208,59357
Clayton,NY,13624,44.1442,-76.062,5209,5457
Galien,MI,49113,41.8198,-86.5035,5210,1904
Sacramento,CA,95864,38.5878,-121.3769,5211,757530
Branford,CT,6405,41.28,-72.8106,5212,27860
Eubank,KY,42567,37.2642,-84.6066,5213,6007
Boston,MA,2199,42.3479,-71.0825,5214,386505
Selma,AL,36703,32.4156,-87.0135,5215,37911
Selah,WA,98942,46.6767,-120.5408,5216,16973
Milton,WA,98354,47.2483,-122.3155,5217,6976
Matagorda,TX,77457,28.6496,-95.9623,5218,651
Franklin Square,NY,11010,40.701,-73.6758,5219,23821
Cincinnati,OH,45244,39.1191,-84.351,5220,795220
West Simsbury,CT,6092,41.8718,-72.8577,5221,4203
Oakland,CA,94606,37.7956,-122.2429,5222,381459
Fayetteville,NC,28303,35.0742,-78.965,5223,238602
Alexandria,VA,22302,38.8276,-77.0896,5224,321490
Buffalo,NY,14218,42.8146,-78.8078,5225,564824
Madison Heights,VA,24572,37.4531,-79.1141,5226,16395
Union,NJ,7083,40.6952,-74.2677,5227,53053
Staten Island,NY,10302,40.6306,-74.1379,5228,468730
New Bern,NC,28562,35.1004,-77.1029,5229,65097
Frankfort,IN,46041,40.3044,-86.4689,5230,23891
Brooklyn,NY,11203,40.6505,-73.9349,5231,2504700
Lansdale,PA,19446,40.2378,-75.2955,5232,55138
Salem,OH,44460,40.9,-80.8619,5233,26732
Abilene,TX,79602,32.4178,-99.7214,5234,124196
Northfork,WV,24868,37.4194,-81.4058,5235,1686
Valdosta,GA,31602,30.8931,-83.3278,5236,94325
Camden,NJ,8104,39.9186,-75.1078,5237,75683
Bronx,NY,10452,40.8376,-73.9216,5238,1382480
Hibbing,MN,55746,47.4156,-92.9356,5239,17228
Flint,MI,48532,43.0111,-83.803,5240,162969
Glenside,PA,19038,40.1096,-75.155,5241,31595
Los Angeles,CA,90011,34.0079,-118.2582,5242,2383912
Sioux Falls,SD,57110,43.5486,-96.6332,5243,161141
Houston,TX,77044,29.8635,-95.1976,5244,2906700
Elkhart,IN,46517,41.6469,-85.9728,5245,97528
Burnsville,MN,55337,44.7609,-93.2753,5246,60291
Brookfield,MO,64628,39.7846,-93.0719,5247,6144
Dallas,TX,75254,32.9503,-96.819,5248,1263321
La Puente,CA,91746,34.0443,-117.9862,5249,115525
Snohomish,WA,98290,47.8954,-122.0716,5250,60670
New Bern,NC,28560,35.1204,-76.9842,5251,65097
Washington,DC,20007,38.9144,-77.074,5252,601723
Zephyrhills,FL,33543,28.2059,-82.3063,5253,94033
Freedom,CA,95019,36.9356,-121.7767,5254,7727
Alva,OK,73717,36.8016,-98.6722,5255,6846
Holly Springs,NC,27540,35.6263,-78.8458,5256,29363
Port Jefferson,NY,11777,40.9457,-73.0611,5257,8968
Stillwater,OK,74074,36.1043,-97.0609,5258,55345
Pampa,TX,79065,35.538,-100.9579,5259,20840
Riverside,CA,92505,33.9228,-117.4867,5260,419138
Redgranite,WI,54970,44.0438,-89.0981,5261,3902
Orrville,OH,44667,40.8458,-81.7741,5262,13481
Spanaway,WA,98387,47.0732,-122.3943,5263,43173
Sussex,WI,53089,43.1441,-88.2271,5264,18568
Chandler,AZ,85248,33.2509,-111.8593,5265,255641
Maineville,OH,45039,39.317,-84.2438,5266,22814
Eagle Mountain,UT,84005,40.3802,-111.991,5267,21410
Fairfax Station,VA,22039,38.7602,-77.3064,5268,18364
Glenwood,IA,51534,41.047,-95.7389,5269,9236
Saint Anne,IL,60964,41.0487,-87.6564,5270,4968
Seattle,WA,98107,47.6701,-122.3763,5271,837792
Grand Forks Afb,ND,58204,47.9679,-97.3675,5272,2367
Hesperia,CA,92344,34.4239,-117.4075,5273,99484
Toms River,NJ,8757,39.9715,-74.2512,5274,122197
Petersburg,VA,23803,37.2123,-77.4814,5275,62283
Wichita,KS,67211,37.6662,-97.3165,5276,409656
San Bernardino,CA,92407,34.2166,-117.3908,5277,236660
Cincinnati,OH,45209,39.1516,-84.4278,5278,795220
Saint Paul,MN,55112,45.0788,-93.1872,5279,753116
Decatur,TN,37322,35.5072,-84.8081,5280,8239
Monmouth,OR,97361,44.8377,-123.2512,5281,11258
Ocala,FL,34473,29.0058,-82.1828,5282,207224
Watertown,NY,13601,43.9743,-75.9122,5283,47918
Brillion,WI,54110,44.1779,-88.0833,5284,5338
San Francisco,CA,94131,37.745,-122.4383,5285,805301
Indianapolis,IN,46224,39.794,-86.2707,5286,910148
Sand Springs,OK,74063,36.1341,-96.1426,5287,29808
Los Angeles,CA,90062,34.0032,-118.3073,5288,2383912
Portland,OR,97222,45.4373,-122.6147,5289,841711
Commerce Township,MI,48382,42.5834,-83.5009,5290,21945
Detroit,MI,48238,42.3959,-83.1411,5291,673342
Mapleton,UT,84664,40.1337,-111.5801,5292,8033
Americus,GA,31709,32.0404,-84.2153,5293,26996
Hominy,OK,74035,36.4111,-96.3878,5294,4565
Kaplan,LA,70548,29.9771,-92.3025,5295,10353
Cowpens,SC,29330,35.039,-81.822,5296,8401
Little Rock,AR,72210,34.7076,-92.466,5297,214454
Chesterfield,MO,63017,38.6491,-90.5358,5298,59223
Weslaco,TX,78596,26.1694,-97.9887,5299,63844
Buena Park,CA,90621,33.8772,-117.9893,5300,80266
Banner Elk,NC,28604,36.1705,-81.8412,5301,6249
Burlington,NC,27217,36.1288,-79.4114,5302,75761
Browerville,MN,56438,46.0905,-94.8346,5303,2949
Rocklin,CA,95677,38.7877,-121.2366,5304,57307
Liberty,MO,64068,39.2989,-94.4363,5305,36280
Blissfield,MI,49228,41.8276,-83.8773,5306,5545
Baltimore,MD,21229,39.2856,-76.6899,5307,635495
Huntsville,AL,35810,34.7784,-86.6091,5308,190178
Barton,MD,21521,39.5331,-79.0281,5309,1265
Yakima,WA,98908,46.6165,-120.7094,5310,126248
Williamston,NC,27892,35.8212,-77.1022,5311,15182
Bristol,TN,37620,36.5686,-82.1819,5312,39102
Buffalo,NY,14224,42.8371,-78.7484,5313,564824
Mebane,NC,27302,36.0979,-79.2719,5314,26412
Round Rock,TX,78681,30.5084,-97.7062,5315,103538
New York City,NY,10009,40.7262,-73.9796,5316,1577385
Wheatfield,IN,46392,41.1779,-87.0699,5317,7957
Warren,OH,44484,41.2318,-80.7642,5318,75903
Lorain,OH,44053,41.432,-82.2038,5319,67952
Sylva,NC,28779,35.3481,-83.2031,5320,16111
Sun City,CA,92585,33.7467,-117.1721,5321,54287
West Richland,WA,99353,46.3153,-119.3714,5322,13306
Sturgeon,MO,65284,39.2057,-92.2953,5323,2361
Cape Girardeau,MO,63701,37.3168,-89.5459,5324,44994
Erlanger,KY,41018,39.0082,-84.5977,5325,27345
Birmingham,AL,35208,33.4977,-86.8799,5326,493806
West Covina,CA,91790,34.0673,-117.9366,5327,108175
Amawalk,NY,10501,41.2946,-73.7611,5328,1219
London,OH,43140,39.9001,-83.4439,5329,24066
Lexington,TN,38351,35.6512,-88.3927,5330,17603
Chester,NY,10918,41.3554,-74.2651,5331,11647
Bronx,NY,10466,40.8904,-73.8503,5332,1382480
Lancaster,CA,93536,34.7471,-118.3687,5333,182305
Mars,PA,16046,40.7005,-80.0358,5334,14396
Orlando,FL,32812,28.4998,-81.3288,5335,878243
Moultonborough,NH,3254,43.7281,-71.3922,5336,4049
Grosse Pointe,MI,48236,42.4274,-82.9002,5337,47583
Las Vegas,NV,89141,36.0104,-115.2073,5338,1417793
North Hills,CA,91343,34.2366,-118.4758,5339,60254
Deford,MI,48729,43.4735,-83.1702,5340,1586
Chester,PA,19013,39.8498,-75.3747,5341,35130
Schaumburg,IL,60193,42.0144,-88.0935,5342,92294
Camp Hill,PA,17011,40.2352,-76.9291,5343,34586
Oklahoma City,OK,73118,35.5136,-97.5319,5344,640470
Santa Teresa,NM,88008,31.8394,-106.6821,5345,5747
Rex,GA,30273,33.5808,-84.2782,5346,14709
Copperopolis,CA,95228,37.944,-120.6423,5347,3976
Somerset,PA,15501,40.0248,-79.0808,5348,19090
Congress,AZ,85332,34.1764,-112.768,5349,2146
Norfolk,VA,23508,36.8859,-76.3004,5350,242803
Flora,IN,46929,40.5445,-86.5016,5351,3214
Chanhassen,MN,55317,44.8679,-93.5359,5352,19218
Rexburg,ID,83440,43.81,-111.789,5353,35470
Richmond,VA,23223,37.5477,-77.3948,5354,536907
Bronx,NY,10469,40.8702,-73.8495,5355,1382480
Corpus Christi,TX,78410,27.8458,-97.596,5356,306433
New Haven,CT,6511,41.3184,-72.9318,5357,128884
Wellsboro,PA,16901,41.7373,-77.308,5358,10243
Brigantine,NJ,8203,39.3702,-74.494,5359,9454
Lumberton,NC,28358,34.6293,-79.0083,5360,53001
Farmington,MI,48336,42.4656,-83.3638,5361,87927
Grant,MI,49327,43.3392,-85.8368,5362,8406
Alamo,TX,78516,26.1906,-98.1164,5363,33722
Chicago,IL,60609,41.8097,-87.6533,5364,2680484
Anaheim,CA,92807,33.8544,-117.7858,5365,354475
Weston,WV,26452,39.0411,-80.4737,5366,9676
Philadelphia,PA,19131,39.9845,-75.2282,5367,1526206
Barnardsville,NC,28709,35.7748,-82.4567,5368,2225
Pearl City,IL,61062,42.261,-89.8393,5369,1983
Fort Campbell,KY,42223,36.5995,-87.5585,5370,19837
Bastrop,TX,78602,30.1388,-97.2921,5371,25160
Damascus,MD,20872,39.2761,-77.2131,5372,13104
Hoopa,CA,95546,41.1806,-123.718,5373,3494
Rancho Cordova,CA,95670,38.6072,-121.2761,5374,60722
Urbana,IL,61801,40.1095,-88.2036,5375,49989
Susquehanna,PA,18847,41.9487,-75.5862,5376,6024
Lansing,MI,48917,42.7376,-84.6244,5377,162150
Denham Springs,LA,70726,30.459,-90.9027,5378,71335
Howell,NJ,7731,40.1481,-74.2137,5379,38304
Mount Nebo,WV,26679,38.1653,-80.7976,5380,1896
Swanzey,NH,3446,42.8411,-72.3301,5381,6285
Muskegon,MI,49442,43.2329,-86.1885,5382,128715
Los Angeles,CA,90013,34.0448,-118.2434,5383,2383912
Perryville,KY,40468,37.6375,-84.9665,5384,1807
Spirit Lake,ID,83869,47.9657,-116.868,5385,4161
Las Vegas,NM,87701,35.5949,-105.2272,5386,20081
New Windsor,NY,12553,41.4724,-74.0566,5387,24438
Jacksonville,AR,72076,34.919,-92.1419,5388,37979
Bobtown,PA,15315,39.817,-79.9567,5389,776
Jefferson City,TN,37760,36.1163,-83.481,5390,12931
Grafton,WV,26354,39.3414,-80.0285,5391,11135
Huntington Station,NY,11746,40.8143,-73.3634,5392,67094
Allenwood,PA,17810,41.1264,-76.9724,5393,4683
New Orleans,LA,70127,30.0313,-89.9758,5394,382333
Wallkill,NY,12589,41.616,-74.1439,5395,17228
North Zulch,TX,77872,30.9285,-96.0925,5396,1716
Clarion,PA,16214,41.2123,-79.3773,5397,10127
Arden,NC,28704,35.4637,-82.5354,5398,18821
Ligonier,IN,46767,41.4662,-85.5927,5399,8564
Montross,VA,22520,38.1105,-76.7828,5400,5402
Pelham,AL,35124,33.2932,-86.768,5401,23020
Fort Mill,SC,29715,35.0108,-80.9266,5402,67600
Oxnard,CA,93030,34.2141,-119.175,5403,211523
Pueblo,CO,81006,38.2446,-104.5318,5404,151815
Philadelphia,PA,19142,39.9223,-75.2338,5405,1526206
Scranton,PA,18508,41.4389,-75.6625,5406,95251
Walcott,IA,52773,41.6453,-90.7256,5407,2380
Salt Lake City,UT,84124,40.6772,-111.8133,5408,594043
Export,PA,15632,40.4252,-79.611,5409,9363
Elizabeth,NJ,7208,40.6747,-74.2239,5410,124967
Homestead,PA,15120,40.3926,-79.9052,5411,18931
Wyoming,MI,49519,42.8977,-85.7186,5412,27424
Cleveland,OH,44109,41.4458,-81.7033,5413,769341
Fairfield,TX,75840,31.7361,-96.1572,5414,7076
Clovis,CA,93612,36.8149,-119.7106,5415,109930
Jenkintown,PA,19046,40.098,-75.1078,5416,17809
Plymouth,MI,48170,42.3688,-83.4799,5417,39963
Orwigsburg,PA,17961,40.6431,-76.084,5418,6958
Austin,TX,78750,30.4224,-97.7967,5419,940359
Lake Worth,FL,33463,26.5955,-80.1291,5420,215808
Kissimmee,FL,34744,28.3078,-81.3681,5421,228365
Riverhead,NY,11901,40.9262,-72.652,5422,27172
Traverse City,MI,49686,44.7849,-85.4907,5423,70019
Hewitt,MN,56453,46.325,-95.0504,5424,871
Houston,TX,77071,29.6518,-95.5176,5425,2906700
Castleton On Hudson,NY,12033,42.5376,-73.7071,5426,7851
Alpine,CA,91901,32.8282,-116.7543,5427,17403
Bloomington,IN,47404,39.195,-86.5757,5428,126925
Dallas,TX,75244,32.9322,-96.8353,5429,1263321
Portland,OR,97233,45.5142,-122.4985,5430,841711
Grand Junction,CO,81507,39.0158,-108.6129,5431,103017
Cincinnati,OH,45229,39.149,-84.4892,5432,795220
Penns Grove,NJ,8069,39.6994,-75.4495,5433,13076
San Antonio,TX,78228,29.4589,-98.5699,5434,1595797
New York City,NY,10032,40.8382,-73.942,5435,1577385
Charlestown,MA,2129,42.3778,-71.0627,5436,16439
Sarasota,FL,34232,27.3262,-82.4724,5437,232625
Arlington,TX,76015,32.6931,-97.1347,5438,370281
New Iberia,LA,70560,30.001,-91.82,5439,60524
Como,TX,75431,33.0107,-95.4734,5440,2052
Clinton,SC,29325,34.4707,-81.8772,5441,15222
Jackson,TN,38301,35.6102,-88.814,5442,86421
Tracy,CA,95304,37.7319,-121.4096,5443,106426
Phoenixville,PA,19460,40.1267,-75.5272,5444,40154
Portland,ME,4102,43.6602,-70.2898,5445,65261
Spring,TX,77382,30.2106,-95.5257,5446,316665
Los Angeles,CA,90027,34.104,-118.2925,5447,2383912
Canyon Country,CA,91387,34.4132,-118.426,5448,72690
